timestamp,best_bid,best_ask,bid_volume,ask_volume,mid_price,spread,last_trade_price,last_trade_volume
1773962730949,70070.8,70070.9,1.068,0.829,70070.85,0.09999999999126885,70068.4,0.001
1773962738734,70070.8,70070.9,0.001,6.118,70070.85,0.09999999999126885,70070.9,0.00040994
1773962748617,70070.8,70070.9,0.222,0.001,70070.85,0.09999999999126885,70070.9,0.0713563
1773962851830,70081.9,70082.0,3.424,0.002,70081.95,0.10000000000582077,70082.0,0.00027978
1773962859154,70081.9,70082.0,8.436,0.001,70081.95,0.10000000000582077,70082.0,0.00027978
1773962869083,70081.9,70082.0,10.148,0.001,70081.95,0.10000000000582077,70082.0,0.00027978
1773962880223,70106.8,70106.9,6.302,0.001,70106.85,0.09999999999126885,70107.0,0.02105773
1773962892930,70133.1,70133.2,4.357,0.002,70133.15,0.09999999999126885,70133.1,0.02846982
1773962899122,70133.1,70133.2,4.372,0.002,70133.15,0.09999999999126885,70133.1,0.19100997
1773962909130,70133.1,70133.2,6.91,0.002,70133.15,0.09999999999126885,70133.1,0.19100997
1773962919136,70155.5,70155.6,1.45,0.004,70155.55,0.10000000000582077,70135.6,0.001
1773962929144,70155.5,70155.6,5.65,0.004,70155.55,0.10000000000582077,70155.6,0.00013003
1773962939155,70155.5,70155.6,6.362,0.004,70155.55,0.10000000000582077,70165.7,0.00016963
1773962949173,70165.6,70165.7,1.175,0.001,70165.65,0.09999999999126885,70165.6,0.00038502
1773962959164,70165.6,70165.7,0.006,3.248,70165.65,0.09999999999126885,70165.6,0.00032582
1773962969240,70165.6,70165.7,0.006,0.873,70165.65,0.09999999999126885,70165.6,0.00032582
1773962979184,70165.6,70165.7,0.001,7.367,70165.65,0.09999999999126885,70165.6,0.00096907
1773962989185,70165.6,70165.7,0.002,8.948,70165.65,0.09999999999126885,70165.7,1.667e-05
1773962999228,70165.6,70165.7,0.06,10.498,70165.65,0.09999999999126885,70165.6,0.05885408
1773963009200,70165.6,70165.7,0.128,0.153,70165.65,0.09999999999126885,70165.7,0.00146261
1773963019280,70182.1,70182.2,2.24,0.004,70182.15,0.09999999999126885,70173.6,5.1e-05
1773963029215,70187.3,70187.4,0.003,7.249,70187.35,0.09999999999126885,70187.4,0.0114819
1773963039217,70168.9,70169.0,0.011,7.491,70168.95,0.10000000000582077,70169.9,6.731e-05
1773963049234,70168.9,70169.0,0.011,7.722,70168.95,0.10000000000582077,70168.9,0.00027822
1773963059240,70150.0,70150.1,0.071,10.11,70150.05,0.10000000000582077,70162.0,0.04276
1773963069253,70141.5,70141.6,0.011,6.36,70141.55,0.10000000000582077,70141.5,0.001
1773963079296,70109.0,70109.1,0.065,0.141,70109.05,0.10000000000582077,70108.9,1.372e-05
1773963089273,70108.9,70109.0,0.004,0.008,70108.95,0.10000000000582077,70109.0,0.00058943
1773963099322,70108.9,70109.0,0.037,0.015,70108.95,0.10000000000582077,70109.0,0.000285
1773963109305,70111.8,70111.9,0.002,4.589,70111.85,0.09999999999126885,70111.9,0.00036596
1773963119340,70088.9,70089.0,0.003,0.349,70088.95,0.10000000000582077,70103.3,5.1e-05
1773963129312,70088.9,70089.0,0.037,0.218,70088.95,0.10000000000582077,70089.0,0.00167
1773963139336,70088.9,70089.0,4.049,0.025,70088.95,0.10000000000582077,70089.0,5.554e-05
1773963149339,70088.9,70089.0,0.004,4.626,70088.95,0.10000000000582077,70089.0,0.0062256
1773963159347,70088.9,70089.0,0.004,10.662,70088.95,0.10000000000582077,70088.9,3.105e-05
1773963169367,70088.9,70089.0,0.001,7.951,70088.95,0.10000000000582077,70089.0,0.0025
1773963179397,70075.7,70075.8,0.226,0.001,70075.75,0.10000000000582077,70075.8,0.00037044
1773963189386,70065.8,70065.9,0.192,0.001,70065.85,0.09999999999126885,70065.8,0.00768854
1773963199411,70065.8,70065.9,3.864,0.001,70065.85,0.09999999999126885,70065.9,0.14144936
1773963209455,70055.6,70055.7,0.015,11.882,70055.65,0.09999999999126885,70065.8,0.0001
1773963219423,70055.6,70055.7,0.015,14.458,70055.65,0.09999999999126885,70055.6,0.00014223
1773963229428,70055.6,70055.7,0.001,9.107,70055.65,0.09999999999126885,70048.9,0.001898
1773963239455,70037.8,70037.9,3.027,0.001,70037.85,0.09999999999126885,70037.8,0.01359405
1773963249483,70037.8,70037.9,1.085,0.001,70037.85,0.09999999999126885,70042.2,0.00119074
1773963259449,70042.1,70042.2,4.564,0.001,70042.15,0.09999999999126885,70042.2,0.00066519
1773963269454,70049.5,70049.6,2.676,0.001,70049.55,0.10000000000582077,70046.8,4.037e-05
1773963279470,70053.6,70053.7,0.084,0.116,70053.65,0.09999999999126885,70053.7,0.0002495
1773963289518,70052.1,70052.2,0.157,0.001,70052.15,0.09999999999126885,70052.2,7.216e-05
1773963299513,70006.7,70006.8,0.005,3.301,70006.75,0.10000000000582077,70001.2,5.1e-05
1773963309586,69989.0,69989.1,0.013,0.066,69989.05,0.10000000000582077,69989.0,0.000585
1773963319525,69992.0,69992.1,5.304,0.042,69992.05,0.10000000000582077,69992.1,0.00229453
1773963329540,69992.0,69992.1,7.545,0.058,69992.05,0.10000000000582077,69992.1,0.00122194
1773963339527,69992.0,69992.1,7.618,0.044,69992.05,0.10000000000582077,69992.1,0.00141459
1773963349561,69991.3,69991.4,0.001,3.648,69991.35,0.09999999999126885,69992.0,0.39396222
1773963359556,69991.3,69991.4,0.723,0.001,69991.35,0.09999999999126885,69992.0,0.39396222
1773963369567,69991.3,69991.4,2.395,0.001,69991.35,0.09999999999126885,69992.0,0.39396222
1773963379591,69991.3,69991.4,2.94,0.015,69991.35,0.09999999999126885,69991.4,0.00093504
1773963389578,69991.3,69991.4,4.188,0.015,69991.35,0.09999999999126885,69991.3,0.00604375
1773963399616,69991.3,69991.4,7.535,0.015,69991.35,0.09999999999126885,69991.3,0.00604375
1773963409610,69991.3,69991.4,1.254,0.015,69991.35,0.09999999999126885,69991.4,0.00017016
1773963419668,69993.0,69993.1,0.169,0.001,69993.05,0.10000000000582077,69993.1,0.01565874
1773963429623,69921.2,69921.3,0.489,0.001,69921.25,0.10000000000582077,69921.2,0.01871119
1773963439616,69921.2,69921.3,0.003,0.971,69921.25,0.10000000000582077,69921.2,0.000416
1773963449640,69922.7,69922.8,0.002,4.616,69922.75,0.10000000000582077,69922.8,0.00013919
1773963459646,69922.7,69922.8,0.002,4.815,69922.75,0.10000000000582077,69922.7,0.0001
1773963469672,69901.9,69902.0,1.134,0.001,69901.95,0.10000000000582077,69906.3,0.00641006
1773963479679,69901.9,69902.0,6.225,0.001,69901.95,0.10000000000582077,69901.9,5.1e-05
1773963489716,69935.0,69935.1,0.488,0.716,69935.05,0.10000000000582077,69933.7,0.04320184
1773963499737,69909.0,69909.1,0.004,0.175,69909.05,0.10000000000582077,69909.1,0.00657215
1773963509693,69909.0,69909.1,0.004,5.777,69909.05,0.10000000000582077,69909.1,0.00027506
1773963519700,69909.0,69909.1,0.001,4.928,69909.05,0.10000000000582077,69909.1,0.00053773
1773963529715,69909.0,69909.1,0.487,1.126,69909.05,0.10000000000582077,69909.5,0.001
1773963539720,69922.3,69922.4,0.879,0.001,69922.35,0.09999999999126885,69922.3,0.03591218
1773963549727,69923.4,69923.5,5.098,0.006,69923.45,0.10000000000582077,69923.5,0.00637655
1773963559732,69923.4,69923.5,0.878,0.006,69923.45,0.10000000000582077,69923.5,0.001
1773963569779,69909.0,69909.1,0.004,5.763,69909.05,0.10000000000582077,69909.0,2.263e-05
1773963579756,69909.0,69909.1,0.004,6.096,69909.05,0.10000000000582077,69882.0,0.07400036
1773963589758,69836.2,69836.3,0.001,0.137,69836.25,0.10000000000582077,69836.2,0.05321114
1773963599792,69750.0,69757.2,0.002,0.09,69753.6,7.19999999999709,69746.0,0.00078375
1773963609779,69737.3,69737.4,0.521,0.06,69737.35,0.09999999999126885,69739.7,0.02700749
1773963619790,69739.7,69739.8,1.617,0.001,69739.75,0.10000000000582077,69739.9,0.019803
1773963629799,69739.8,69739.9,0.443,0.333,69739.85,0.09999999999126885,69739.9,0.00033227
