timestamp,action,btc_price,eth_price,spread,z_score,position,equity,pnl_pct
2026-03-24 13:49:51,hold,70212.25,2134.39,0.0008572,-0.928925,0,1.0,0.0
2026-03-24 13:49:56,hold,70212.25,2135.96,0.00031217,-1.393116,0,1.0,0.0
2026-03-24 13:50:01,hold,70229.05,2136.28,0.00044176,-1.289106,0,1.0,0.0
2026-03-24 13:50:06,hold,70241.95,2137.97,3.566e-05,-1.613663,0,1.0,0.0
2026-03-24 13:50:11,hold,70274.45,2138.7,0.00024264,-1.446119,0,1.0,0.0
2026-03-24 13:50:16,hold,70307.45,2139.09,0.00057827,-1.142997,0,1.0,0.0
2026-03-24 13:50:21,hold,70307.35,2138.65,0.00072982,-1.000475,0,1.0,0.0
2026-03-24 13:50:26,hold,70275.75,2138.08,0.00047848,-1.222558,0,1.0,0.0
2026-03-24 13:50:32,hold,70275.75,2136.32,0.0010891,-0.655641,0,1.0,0.0
2026-03-24 13:50:36,hold,70218.95,2136.32,0.00028053,-1.377305,0,1.0,0.0
2026-03-24 13:50:41,hold,70218.95,2136.32,0.00028053,-1.398677,0,1.0,0.0
2026-03-24 13:50:46,hold,70218.95,2137.04,3.17e-05,-1.591385,0,1.0,0.0
2026-03-24 13:50:51,hold,70181.75,2134.74,0.00030427,-1.362506,0,1.0,0.0
2026-03-24 13:50:56,hold,70181.75,2135.43,6.047e-05,-1.544496,0,1.0,0.0
2026-03-24 13:51:01,hold,70181.75,2135.68,-2.484e-05,-1.652934,0,1.0,0.0
2026-03-24 13:51:06,hold,70227.95,2137.43,2.591e-05,-1.556873,0,1.0,0.0
2026-03-24 13:51:11,hold,70217.85,2137.28,-6.921e-05,-1.676921,0,1.0,0.0
2026-03-24 13:51:19,hold,70217.95,2137.39,-0.00010258,-1.654657,0,1.0,0.0
2026-03-24 13:51:21,hold,70217.95,2136.2,0.00030806,-1.294184,0,1.0,0.0
2026-03-24 13:51:26,hold,70150.05,2135.53,-0.00042266,-1.915069,0,1.0,0.0
2026-03-24 13:51:31,enter_long,70159.05,2136.36,-0.00058332,-2.118612,1,0.99810991,-0.189
2026-03-24 13:51:36,enter_long,70155.85,2136.27,-0.00059935,-2.045179,1,0.9988235,-0.1176
2026-03-24 13:51:41,hold,70157.55,2136.03,-0.00048983,-1.986723,1,0.99820323,-0.1797
2026-03-24 13:51:46,hold,70157.35,2135.58,-0.00033775,-1.773444,1,0.99908482,-0.0915
2026-03-24 13:51:51,hold,70157.35,2134.9,-0.00010268,-1.588706,1,0.99858976,-0.141
2026-03-24 13:51:56,hold,70150.05,2134.82,-0.00017539,-1.599433,1,0.99924705,-0.0753
2026-03-24 13:52:01,hold,70150.05,2131.2,0.00108486,-0.429172,1,0.99977633,-0.0224
2026-03-24 13:52:06,hold,69996.85,2131.01,-0.00103337,-2.32952,1,0.99839008,-0.161
2026-03-24 13:52:11,hold,70029.05,2132.85,-0.00121524,-2.575027,1,0.99747938,-0.2521
2026-03-24 13:52:16,hold,70049.05,2131.8,-0.00056352,-1.865676,1,0.99885929,-0.1141
2026-03-24 13:52:21,hold,70010.05,2131.49,-0.00101577,-2.314824,1,0.99767836,-0.2322
2026-03-24 13:52:26,hold,70035.65,2132.7,-0.00107044,-2.263729,1,0.99835307,-0.1647
2026-03-24 13:52:31,hold,70035.65,2132.4,-0.00096758,-2.208973,1,0.99772645,-0.2274
2026-03-24 13:52:36,hold,70049.05,2133.45,-0.00114233,-2.260401,1,0.99828131,-0.1719
2026-03-24 13:52:41,hold,70059.25,2134.56,-0.00138177,-2.504242,1,0.99731329,-0.2687
2026-03-24 13:52:47,hold,70088.55,2135.8,-0.00139374,-2.404118,1,0.99803036,-0.197
2026-03-24 13:52:51,hold,70109.05,2135.74,-0.00108215,-2.182626,1,0.99761215,-0.2388
2026-03-24 13:52:56,hold,70109.05,2136.19,-0.00124055,-2.210277,1,0.99818326,-0.1817
2026-03-24 13:53:01,hold,70129.05,2136.86,-0.00118851,-2.218189,1,0.99750605,-0.2494
2026-03-24 13:53:06,hold,70056.4,2134.76,-0.00149212,-2.350816,1,0.99793218,-0.2068
2026-03-24 13:53:11,hold,70035.85,2135.51,-0.00204496,-2.851005,1,0.9966521,-0.3348
2026-03-24 13:53:16,hold,70085.85,2136.16,-0.00156107,-2.344892,1,0.99786337,-0.2137
2026-03-24 13:53:21,hold,70108.45,2136.9,-0.00149447,-2.309447,1,0.99720089,-0.2799
2026-03-24 13:53:26,hold,70165.15,2138.64,-0.00129304,-2.07246,1,0.99813087,-0.1869
2026-03-24 13:53:31,hold,70166.35,2138.61,-0.00126376,-2.0583,1,0.99743098,-0.2569
2026-03-24 13:53:36,hold,70166.35,2138.41,-0.00119422,-1.944019,1,0.9982295,-0.177
2026-03-24 13:53:41,hold,70187.75,2138.68,-0.00098142,-1.78353,1,0.99771264,-0.2287
2026-03-24 13:53:46,hold,70164.85,2138.04,-0.00108692,-1.816347,1,0.99833662,-0.1663
2026-03-24 13:53:51,hold,70095.85,2136.55,-0.00155067,-2.182059,1,0.99714486,-0.2855
2026-03-24 13:53:56,hold,70100.75,2137.81,-0.00192091,-2.400751,1,0.99750437,-0.2496
2026-03-24 13:54:01,hold,70102.2,2136.71,-0.00151751,-2.098128,1,0.99717792,-0.2822
2026-03-24 13:54:06,hold,70089.05,2137.2,-0.00187735,-2.293448,1,0.99754781,-0.2452
2026-03-24 13:54:11,hold,70105.05,2138.07,-0.00195,-2.361876,1,0.99674674,-0.3253
2026-03-24 13:54:16,hold,70125.65,2138.75,-0.00189266,-2.235283,1,0.99753254,-0.2467
2026-03-24 13:54:21,hold,70129.05,2138.57,-0.00178333,-2.171739,1,0.99691289,-0.3087
2026-03-24 13:54:26,hold,70129.05,2138.28,-0.00168075,-2.02361,1,0.99774396,-0.2256
2026-03-24 13:54:31,hold,70129.05,2139.02,-0.00193631,-2.231494,1,0.99676039,-0.324
2026-03-24 13:54:36,hold,70142.95,2138.07,-0.00140953,-1.782289,1,0.9980146,-0.1985
2026-03-24 13:54:41,hold,70112.35,2138.2,-0.00188935,-2.144344,1,0.9968072,-0.3193
2026-03-24 13:54:46,hold,70091.05,2136.35,-0.00155128,-1.8435,1,0.99787314,-0.2127
2026-03-24 13:54:51,hold,70055.85,2135.93,-0.00190566,-2.106808,1,0.99679094,-0.3209
2026-03-24 13:54:56,hold,70055.85,2136.82,-0.00221718,-2.267266,1,0.99720887,-0.2791
2026-03-24 13:55:01,hold,70072.65,2136.57,-0.00188866,-2.053034,1,0.99680789,-0.3192
2026-03-24 13:55:06,hold,70072.65,2137.26,-0.00212877,-2.151389,1,0.99729705,-0.2703
2026-03-24 13:55:11,hold,70072.65,2137.85,-0.00233575,-2.328946,1,0.99636232,-0.3638
2026-03-24 13:55:16,hold,70061.25,2136.78,-0.00212619,-2.100033,1,0.99729962,-0.27
2026-03-24 13:55:21,hold,70061.25,2138.14,-0.00259932,-2.459506,1,0.99609975,-0.39
2026-03-24 13:55:26,hold,70080.85,2138.77,-0.00253693,-2.33086,1,0.99689007,-0.311
2026-03-24 13:55:31,hold,70109.05,2138.81,-0.00214853,-2.097118,1,0.99654888,-0.3451
2026-03-24 13:55:36,hold,70090.85,2137.93,-0.00210388,-1.993695,1,0.99732187,-0.2678
2026-03-24 13:55:41,hold,70109.05,2138.85,-0.00216417,-2.07173,1,0.99653329,-0.3467
2026-03-24 13:55:46,hold,70109.05,2139.05,-0.00223196,-2.045045,1,0.99719413,-0.2806
2026-03-24 13:55:51,hold,70106.85,2138.61,-0.00211037,-1.99786,1,0.99658691,-0.3413
2026-03-24 13:55:56,hold,70106.85,2138.78,-0.00217295,-1.972534,1,0.99725298,-0.2747
2026-03-24 13:56:01,hold,70106.85,2139.39,-0.00238153,-2.142775,1,0.99631671,-0.3683
2026-03-24 13:56:06,hold,70106.85,2139.36,-0.00237458,-2.075378,1,0.99705193,-0.2948
2026-03-24 13:56:11,hold,70109.05,2139.72,-0.00246484,-2.159636,1,0.99623371,-0.3766
2026-03-24 13:56:16,hold,70122.95,2139.99,-0.0023639,-2.03111,1,0.99706258,-0.2937
2026-03-24 13:56:21,hold,70143.85,2139.99,-0.0020659,-1.843704,1,0.99663123,-0.3369
2026-03-24 13:56:26,hold,70140.85,2139.66,-0.00199399,-1.743378,1,0.99743147,-0.2569
2026-03-24 13:56:31,hold,70116.65,2139.55,-0.00229736,-1.972391,1,0.99640057,-0.3599
2026-03-24 13:56:36,hold,70116.65,2138.97,-0.00209923,-1.789528,1,0.9973265,-0.2673
2026-03-24 13:56:41,hold,70100.05,2139.47,-0.00250634,-2.077678,1,0.99619237,-0.3808
2026-03-24 13:56:46,hold,70109.55,2139.3,-0.00231174,-1.902708,1,0.99711459,-0.2885
2026-03-24 13:56:51,hold,70080.85,2138.34,-0.00238741,-1.95691,1,0.99631085,-0.3689
2026-03-24 13:56:56,hold,70080.85,2139.07,-0.0026447,-2.091817,1,0.99678264,-0.3217
2026-03-24 13:57:01,hold,70102.55,2138.41,-0.0021039,-1.728194,1,0.99659335,-0.3407
2026-03-24 13:57:06,hold,70080.85,2138.73,-0.0025265,-1.972715,1,0.99690047,-0.31
2026-03-24 13:57:11,hold,70109.05,2141.32,-0.00302415,-2.314049,1,0.99567667,-0.4323
2026-03-24 13:57:16,hold,70145.95,2140.86,-0.00233647,-1.811607,1,0.99708993,-0.291
2026-03-24 13:57:21,hold,70145.95,2141.12,-0.00242677,-1.857806,1,0.99627164,-0.3728
2026-03-24 13:57:26,hold,70145.95,2141.26,-0.00247539,-1.872996,1,0.99695142,-0.3049
2026-03-24 13:57:31,hold,70145.95,2140.28,-0.00213325,-1.624419,1,0.99656411,-0.3436
2026-03-24 13:57:36,hold,70135.85,2138.67,-0.0017194,-1.334188,1,0.99770539,-0.2295
2026-03-24 13:57:41,hold,70115.85,2138.77,-0.00203763,-1.530824,1,0.9966594,-0.3341
2026-03-24 13:57:46,hold,70115.85,2138.4,-0.00191072,-1.44087,1,0.99751453,-0.2485
2026-03-24 13:57:51,hold,70095.85,2138.37,-0.00218557,-1.601764,1,0.99651197,-0.3488
2026-03-24 13:57:56,hold,70080.85,2137.4,-0.00206046,-1.51707,1,0.99736517,-0.2635
2026-03-24 13:58:01,hold,70075.85,2137.64,-0.00221878,-1.592408,1,0.99647888,-0.3521
2026-03-24 13:58:06,hold,70024.25,2136.32,-0.00249434,-1.778709,1,0.99693253,-0.3067
2026-03-24 13:58:11,hold,70024.25,2136.2,-0.00245431,-1.717624,1,0.9962442,-0.3756
2026-03-24 13:58:16,hold,70033.55,2135.89,-0.00221359,-1.558352,1,0.99721246,-0.2788
2026-03-24 13:58:21,hold,70014.05,2135.23,-0.00226051,-1.559541,1,0.99643729,-0.3563
2026-03-24 13:58:26,hold,69993.35,2134.72,-0.00238032,-1.638491,1,0.99704621,-0.2954
2026-03-24 13:58:31,hold,69973.25,2134.15,-0.00246895,-1.666596,1,0.99622961,-0.377
2026-03-24 13:58:36,hold,70000.15,2135.27,-0.00247125,-1.667737,1,0.99695555,-0.3044
2026-03-24 13:58:41,hold,70009.05,2135.9,-0.00256522,-1.699399,1,0.99613371,-0.3866
2026-03-24 13:58:46,hold,70009.05,2136.21,-0.00267314,-1.770089,1,0.9967543,-0.3246
2026-03-24 13:58:51,hold,70006.95,2136.28,-0.00272576,-1.771837,1,0.99597381,-0.4026
2026-03-24 13:58:56,hold,70029.05,2137.47,-0.00282423,-1.831569,1,0.9966037,-0.3396
2026-03-24 13:59:01,hold,70029.05,2135.77,-0.00223258,-1.416187,1,0.99646512,-0.3535
2026-03-24 13:59:06,hold,70006.55,2136.01,-0.00263749,-1.676738,1,0.99678983,-0.321
2026-03-24 13:59:11,hold,70029.05,2137.36,-0.0027877,-1.746987,1,0.99591212,-0.4088
2026-03-24 13:59:16,hold,70031.45,2137.91,-0.00294476,-1.843988,1,0.9964836,-0.3516
2026-03-24 13:59:21,hold,70061.15,2138.05,-0.0025677,-1.572811,1,0.99613124,-0.3869
2026-03-24 13:59:26,hold,70061.15,2137.31,-0.00231203,-1.398583,1,0.9971143,-0.2886
2026-03-24 13:59:31,hold,70042.75,2137.93,-0.00278863,-1.681001,1,0.99591119,-0.4089
2026-03-24 13:59:36,hold,70042.75,2137.7,-0.00271037,-1.629218,1,0.99671719,-0.3283
2026-03-24 13:59:41,hold,70042.75,2138.16,-0.00287036,-1.698477,1,0.9958298,-0.417
2026-03-24 13:59:46,hold,70069.05,2138.07,-0.00246539,-1.443572,1,0.99696139,-0.3039
2026-03-24 13:59:51,hold,70073.25,2138.48,-0.00254629,-1.462332,1,0.99615257,-0.3847
2026-03-24 13:59:56,hold,70073.25,2138.27,-0.00247152,-1.420659,1,0.99695528,-0.3045
2026-03-24 14:00:01,hold,70073.25,2137.99,-0.00237762,-1.330587,1,0.9963206,-0.3679
2026-03-24 14:00:06,hold,70089.05,2138.53,-0.00233648,-1.309955,1,0.99708991,-0.291
2026-03-24 14:00:11,hold,70169.05,2140.86,-0.00200894,-1.076333,1,0.99668799,-0.3312
2026-03-24 14:00:16,hold,70169.35,2139.43,-0.00150433,-0.754514,1,0.99791999,-0.208
2026-03-24 14:00:48,hold,70203.25,2141.33,-0.00168316,-0.856797,1,0.99774155,-0.2258
2026-03-24 14:00:54,hold,70216.25,2141.61,-0.00159523,-0.795899,1,0.99710042,-0.29
2026-03-24 14:00:56,hold,70216.25,2141.64,-0.00160391,-0.79092,1,0.99782062,-0.2179
2026-03-24 14:01:02,hold,70234.55,2141.61,-0.00133464,-0.614682,1,0.99736029,-0.264
2026-03-24 14:01:06,hold,70234.55,2141.51,-0.00129818,-0.576783,1,0.99812573,-0.1874
2026-03-24 14:01:12,hold,70223.05,2141.51,-0.00146193,-0.684488,1,0.99723334,-0.2767
2026-03-24 14:01:16,hold,70216.25,2140.82,-0.00132262,-0.580251,1,0.99810134,-0.1899
2026-03-24 14:01:22,hold,70231.25,2141.49,-0.00133996,-0.591747,1,0.99735498,-0.2645
2026-03-24 14:01:25,hold,70231.25,2141.27,-0.00126356,-0.528001,1,0.99816028,-0.184
2026-03-24 14:01:32,hold,70231.25,2140.93,-0.00114722,-0.452418,1,0.99754723,-0.2453
2026-03-24 14:01:36,hold,70216.25,2141.0,-0.0013834,-0.59628,1,0.99804068,-0.1959
2026-03-24 14:01:42,hold,70200.05,2140.93,-0.00159156,-0.734679,1,0.99710408,-0.2896
2026-03-24 14:01:46,hold,70175.85,2140.09,-0.0016428,-0.75955,1,0.99778181,-0.2218
2026-03-24 14:01:52,hold,70199.65,2139.48,-0.00109173,-0.388085,1,0.99760259,-0.2397
2026-03-24 14:01:56,hold,70175.85,2139.8,-0.0015403,-0.676155,1,0.9978841,-0.2116
2026-03-24 14:02:02,hold,70135.85,2138.18,-0.00154727,-0.682278,1,0.99714824,-0.2852
2026-03-24 14:02:06,hold,70135.85,2138.18,-0.00154727,-0.667945,1,0.99787714,-0.2123
2026-03-24 14:02:12,hold,70135.85,2138.95,-0.00181849,-0.852775,1,0.99687784,-0.3122
2026-03-24 14:02:16,hold,70135.85,2139.18,-0.00189844,-0.897946,1,0.99752678,-0.2473
2026-03-24 14:02:22,hold,70169.05,2139.81,-0.00164067,-0.717913,1,0.99705511,-0.2945
2026-03-24 14:02:26,hold,70169.05,2139.8,-0.0016372,-0.702073,1,0.99778741,-0.2213
2026-03-24 14:02:32,hold,70209.05,2140.86,-0.00143905,-0.565724,1,0.99725616,-0.2744
2026-03-24 14:02:36,hold,70209.05,2141.43,-0.00163354,-0.686692,1,0.99779106,-0.2209
2026-03-24 14:02:42,hold,70229.05,2140.32,-0.00096665,-0.22366,1,0.99772738,-0.2273
2026-03-24 14:02:46,hold,70229.05,2140.4,-0.0009927,-0.213483,1,0.99843069,-0.1569
2026-03-24 14:02:52,hold,70244.25,2141.07,-0.00100728,-0.241583,1,0.99768684,-0.2313
2026-03-24 14:02:56,hold,70244.25,2141.51,-0.00116008,-0.322696,1,0.99826358,-0.1736
2026-03-24 14:03:02,hold,70249.05,2140.66,-0.00079828,-0.080786,1,0.99789538,-0.2105
2026-03-24 14:03:06,hold,70249.05,2140.58,-0.00077049,-0.02599,1,0.99865257,-0.1347
2026-03-24 14:03:12,hold,70249.05,2141.35,-0.00103619,-0.23762,1,0.99765799,-0.2342
2026-03-24 14:03:16,hold,70261.85,2141.78,-0.00100678,-0.187378,1,0.99841663,-0.1583
2026-03-24 14:03:22,hold,70270.45,2141.33,-0.0007264,-0.00595,1,0.99796711,-0.2033
2026-03-24 14:03:26,exit,70260.35,2140.85,-0.00070344,0.055134,0,0.99741821,-0.2582
2026-03-24 14:03:32,hold,70242.55,2141.19,-0.0010749,-0.251103,1,0.99761938,-0.2381
2026-03-24 14:03:36,hold,70242.55,2140.57,-0.00086129,-0.056473,0,0.99741821,-0.2582
2026-03-24 14:03:42,hold,70242.55,2140.43,-0.00081265,-0.050912,1,0.99788104,-0.2119
2026-03-24 14:03:46,hold,70215.85,2140.43,-0.00119284,-0.299601,0,0.99741821,-0.2582
2026-03-24 14:03:52,hold,70224.05,2140.14,-0.0009753,-0.160177,1,0.99771874,-0.2281
2026-03-24 14:03:56,hold,70224.05,2139.73,-0.00083283,-0.015118,0,0.99741821,-0.2582
2026-03-24 14:04:02,hold,70224.05,2139.6,-0.00078592,-0.010256,1,0.99790771,-0.2092
2026-03-24 14:04:06,hold,70224.05,2139.45,-0.00073552,0.069677,0,0.99741821,-0.2582
2026-03-24 14:04:12,hold,70224.05,2140.56,-0.00111948,-0.247927,1,0.9975749,-0.2425
2026-03-24 14:04:16,hold,70230.75,2140.76,-0.00109182,-0.193968,0,0.99741821,-0.2582
2026-03-24 14:04:22,hold,70230.75,2141.31,-0.00128284,-0.3578,1,0.99741196,-0.2588
2026-03-24 14:04:26,hold,70246.95,2141.47,-0.00110949,-0.197733,0,0.99741821,-0.2582
2026-03-24 14:04:32,hold,70246.95,2141.62,-0.00116331,-0.258175,1,0.99753118,-0.2469
2026-03-24 14:04:36,hold,70246.95,2141.53,-0.00112859,-0.200535,0,0.99741821,-0.2582
2026-03-24 14:04:42,hold,70246.95,2141.18,-0.00101052,-0.133344,1,0.9976836,-0.2316
2026-03-24 14:04:46,hold,70246.95,2141.61,-0.00115811,-0.21325,0,0.99741821,-0.2582
2026-03-24 14:04:52,hold,70246.95,2141.85,-0.0012397,-0.296207,1,0.99745499,-0.2545
2026-03-24 14:04:57,hold,70270.45,2142.64,-0.00118291,-0.22213,0,0.99741821,-0.2582
2026-03-24 14:05:02,hold,70285.15,2142.81,-0.00102927,-0.12525,1,0.99766491,-0.2335
2026-03-24 14:05:06,hold,70285.15,2142.81,-0.00102927,-0.088542,0,0.99741821,-0.2582
2026-03-24 14:05:12,hold,70300.95,2143.64,-0.00109593,-0.165482,1,0.99759839,-0.2402
2026-03-24 14:05:16,hold,70309.65,2143.11,-0.00078485,0.119819,0,0.99741821,-0.2582
2026-03-24 14:05:22,hold,70310.65,2143.48,-0.00090246,-0.010029,1,0.99779142,-0.2209
2026-03-24 14:05:25,hold,70321.15,2143.27,-0.00067681,0.218998,0,0.99741821,-0.2582
2026-03-24 14:05:32,exit,70309.65,2143.04,-0.00076229,0.10424,0,0.99679363,-0.3206
2026-03-24 14:05:36,hold,70296.1,2141.4,-0.00038576,0.461092,0,0.99741821,-0.2582
2026-03-24 14:05:42,hold,70257.45,2140.9,-0.00076382,0.106267,0,0.99679363,-0.3206
2026-03-24 14:05:46,hold,70257.45,2139.95,-0.00043378,0.426562,0,0.99741821,-0.2582
2026-03-24 14:05:52,hold,70220.05,2139.81,-0.00091586,-0.00687,0,0.99679363,-0.3206
2026-03-24 14:05:56,hold,70220.05,2140.3,-0.00108786,-0.105336,0,0.99741821,-0.2582
2026-03-24 14:06:02,hold,70220.05,2140.24,-0.00106527,-0.116525,0,0.99679363,-0.3206
2026-03-24 14:06:06,hold,70200.05,2140.35,-0.00138835,-0.344593,0,0.99741821,-0.2582
2026-03-24 14:06:12,hold,70230.75,2141.2,-0.00124811,-0.249094,0,0.99679363,-0.3206
2026-03-24 14:06:16,hold,70230.75,2141.2,-0.00124811,-0.221354,0,0.99741821,-0.2582
2026-03-24 14:06:22,hold,70248.25,2141.48,-0.0010962,-0.120618,0,0.99679363,-0.3206
2026-03-24 14:06:26,hold,70250.75,2141.57,-0.00108839,-0.07967,0,0.99741821,-0.2582
2026-03-24 14:06:32,hold,70290.75,2141.7,-0.00056603,0.314038,0,0.99679363,-0.3206
2026-03-24 14:06:36,hold,70290.75,2141.81,-0.00060249,0.333275,0,0.99741821,-0.2582
2026-03-24 14:06:42,hold,70217.45,2140.11,-0.0010554,-0.064777,0,0.99679363,-0.3206
2026-03-24 14:06:46,hold,70217.45,2140.98,-0.00135936,-0.28408,0,0.99741821,-0.2582
2026-03-24 14:06:52,hold,70247.05,2141.72,-0.00119661,-0.16507,0,0.99679363,-0.3206
2026-03-24 14:06:56,hold,70265.25,2141.76,-0.00094797,0.078606,0,0.99741821,-0.2582
2026-03-24 14:07:02,hold,70284.55,2142.38,-0.00088857,0.101286,0,0.99679363,-0.3206
2026-03-24 14:07:06,hold,70282.25,2142.43,-0.00094212,0.099307,0,0.99741821,-0.2582
2026-03-24 14:07:12,hold,70310.65,2143.91,-0.00104989,-0.014953,0,0.99679363,-0.3206
2026-03-24 14:07:16,hold,70329.05,2143.76,-0.0007362,0.298013,0,0.99741821,-0.2582
2026-03-24 14:07:22,hold,70329.05,2144.2,-0.0008888,0.131511,0,0.99679363,-0.3206
2026-03-24 14:07:26,hold,70368.05,2146.93,-0.00127884,-0.166074,0,0.99741821,-0.2582
2026-03-24 14:07:32,hold,70417.85,2147.36,-0.00072377,0.282671,0,0.99679363,-0.3206
2026-03-24 14:07:36,hold,70430.65,2147.18,-0.00047795,0.571212,0,0.99741821,-0.2582
2026-03-24 14:07:42,hold,70406.95,2146.55,-0.00059456,0.405173,0,0.99679363,-0.3206
2026-03-24 14:07:46,hold,70399.95,2146.41,-0.00064722,0.430374,0,0.99741821,-0.2582
2026-03-24 14:07:52,hold,70386.05,2145.0,-0.00035604,0.623938,0,0.99679363,-0.3206
2026-03-24 14:07:56,hold,70377.45,2144.82,-0.00041583,0.658095,0,0.99741821,-0.2582
2026-03-24 14:08:02,hold,70357.45,2143.95,-0.00039836,0.600837,0,0.99679363,-0.3206
2026-03-24 14:08:06,hold,70337.45,2143.6,-0.00055953,0.546622,0,0.99741821,-0.2582
2026-03-24 14:08:12,hold,70337.45,2143.89,-0.00066186,0.382721,0,0.99679363,-0.3206
2026-03-24 14:08:16,hold,70337.45,2143.85,-0.00064625,0.486144,0,0.99741821,-0.2582
2026-03-24 14:08:22,hold,70317.45,2143.09,-0.00066697,0.397316,0,0.99679363,-0.3206
2026-03-24 14:08:26,hold,70317.45,2142.83,-0.00057849,0.572343,0,0.99741821,-0.2582
2026-03-24 14:08:32,hold,70312.35,2143.23,-0.00079155,0.306875,0,0.99679363,-0.3206
2026-03-24 14:08:36,hold,70297.45,2142.97,-0.0009098,0.269072,0,0.99741821,-0.2582
2026-03-24 14:08:42,hold,70297.45,2142.8,-0.00085081,0.269654,0,0.99679363,-0.3206
2026-03-24 14:08:46,hold,70297.45,2142.8,-0.00085081,0.350845,0,0.99741821,-0.2582
2026-03-24 14:08:52,hold,70297.45,2143.38,-0.00105206,0.101336,0,0.99679363,-0.3206
2026-03-24 14:08:55,hold,70324.15,2144.32,-0.00100009,0.22263,0,0.99741821,-0.2582
2026-03-24 14:09:02,hold,70319.65,2144.08,-0.00098085,0.189202,0,0.99679363,-0.3206
2026-03-24 14:09:06,hold,70319.65,2144.07,-0.00097565,0.272872,0,0.99741821,-0.2582
2026-03-24 14:09:12,hold,70319.65,2144.36,-0.00107969,0.116582,0,0.99679363,-0.3206
2026-03-24 14:09:16,hold,70319.65,2143.78,-0.0008768,0.40414,0,0.99741821,-0.2582
2026-03-24 14:09:22,hold,70319.65,2143.05,-0.00062354,0.593269,0,0.99679363,-0.3206
2026-03-24 14:09:26,hold,70297.45,2142.74,-0.00082999,0.477671,0,0.99741821,-0.2582
2026-03-24 14:09:32,hold,70277.45,2143.24,-0.00128976,-0.062053,0,0.99679363,-0.3206
2026-03-24 14:09:36,hold,70277.45,2143.37,-0.00133487,-0.065984,0,0.99741821,-0.2582
2026-03-24 14:09:42,hold,70277.45,2143.49,-0.0013765,-0.133606,0,0.99679363,-0.3206
2026-03-24 14:09:46,hold,70277.45,2143.68,-0.00144067,-0.168215,0,0.99741821,-0.2582
2026-03-24 14:09:52,hold,70330.65,2144.73,-0.00105157,0.231523,0,0.99679363,-0.3206
2026-03-24 14:09:56,hold,70330.65,2144.12,-0.00084004,0.578564,0,0.99741821,-0.2582
2026-03-24 14:10:02,hold,70300.05,2144.45,-0.00138966,-0.113862,0,0.99679363,-0.3206
2026-03-24 14:10:06,hold,70313.75,2144.18,-0.0010977,0.296502,0,0.99741821,-0.2582
2026-03-24 14:10:12,hold,70300.05,2144.18,-0.00129256,0.01758,0,0.99679363,-0.3206
2026-03-24 14:10:16,hold,70300.05,2144.69,-0.00146941,-0.157593,0,0.99741821,-0.2582
2026-03-24 14:10:22,hold,70300.05,2144.52,-0.00141047,-0.098601,0,0.99679363,-0.3206
